gene	subtype	type
gnl|AY605689|idb|c3564|Vibrio	Vibrio	Class1-Integrase
gnl|AY605689|idb|c3565|Vibrio	Vibrio	Class1-Integrase
gnl|AY625685|idb|c3401|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY625685|idb|c3402|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY625686|idb|c3400|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY625687|idb|c3399|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY625688|idb|c3398|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY625689|idb|c3397|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY648125|idb|i740|Enterobacter	Enterobacter	Class1-Integrase
gnl|AY648125|idb|c3167|Enterobacter	Enterobacter	Class1-Integrase
gnl|AY648125|idb|c4352|Enterobacter	Enterobacter	Class1-Integrase
gnl|AY660529|idb|c3547|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY660529|idb|c3548|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY660529|idb|c3549|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY660529|idb|c3550|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY677093|idb|c3546|Proteus	Proteus	Class1-Integrase
gnl|AY681136|idb|c3527|Proteus	Proteus	Class1-Integrase
gnl|AY681136|idb|c3528|Proteus	Proteus	Class1-Integrase
gnl|AY685199|idb|i743|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY685199|idb|c3174|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY685199|idb|c3175|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY686225|idb|i636|Achromobacter	Achromobacter	Class1-Integrase
gnl|AY686225|idb|c2802|Achromobacter	Achromobacter	Class1-Integrase
gnl|AY686225|idb|c2803|Achromobacter	Achromobacter	Class1-Integrase
gnl|AY686225|idb|c2804|Achromobacter	Achromobacter	Class1-Integrase
gnl|AY686225|idb|c2805|Achromobacter	Achromobacter	Class1-Integrase
gnl|AY686225|idb|c2806|Achromobacter	Achromobacter	Class1-Integrase
gnl|AY702100|idb|c2090|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY702100|idb|c2091|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY713504|idb|c3461|Escherichia	Escherichia	Class1-Integrase
gnl|AY740681|idb|i649|Aeromonas	Aeromonas	Class1-Integrase
gnl|AY740681|idb|c2884|Aeromonas	Aeromonas	Class1-Integrase
gnl|AY740681|idb|c2885|Aeromonas	Aeromonas	Class1-Integrase
gnl|AY740681|idb|c2886|Aeromonas	Aeromonas	Class1-Integrase
gnl|AY740681|idb|c2887|Aeromonas	Aeromonas	Class1-Integrase
gnl|AY740681|idb|c2888|Aeromonas	Aeromonas	Class1-Integrase
gnl|AY740681|idb|c2889|Aeromonas	Aeromonas	Class1-Integrase
gnl|AY740681|idb|c2890|Aeromonas	Aeromonas	Class1-Integrase
gnl|AY748452|idb|c3459|Escherichia	Escherichia	Class1-Integrase
gnl|AY748452|idb|c3460|Escherichia	Escherichia	Class1-Integrase
gnl|AY748453|idb|c4653|Klebsiella	Klebsiella	Class1-Integrase
gnl|AY748453|idb|c4654|Klebsiella	Klebsiella	Class1-Integrase
gnl|AY748453|idb|c4655|Klebsiella	Klebsiella	Class1-Integrase
gnl|AY751518|idb|c3490|Aeromonas	Aeromonas	Class1-Integrase
gnl|AY751518|idb|c3491|Aeromonas	Aeromonas	Class1-Integrase
gnl|AY751518|idb|c3492|Aeromonas	Aeromonas	Class1-Integrase
gnl|AY758206|idb|i579|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY758206|idb|c2610|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY758206|idb|c2611|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY758206|idb|c2612|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY758206|idb|c2613|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY758206|idb|c2614|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY758206|idb|c2615|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY775051|idb|i816|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY775051|idb|c3455|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY775051|idb|c3456|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY775051|idb|c3457|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY775051|idb|c3458|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY781413|idb|i819|Escherichia	Escherichia	Class1-Integrase
gnl|AY781413|idb|c3462|Escherichia	Escherichia	Class1-Integrase
gnl|AY785243|idb|c3117|Escherichia	Escherichia	Class1-Integrase
gnl|AY785243|idb|c3120|Escherichia	Escherichia	Class1-Integrase
gnl|AY785243|idb|c3118|Escherichia	Escherichia	Class1-Integrase
gnl|AY785243|idb|c3119|Escherichia	Escherichia	Class1-Integrase
gnl|AY816215|idb|i797|Escherichia	Escherichia	Class1-Integrase
gnl|AY816215|idb|c3378|Escherichia	Escherichia	Class1-Integrase
gnl|AY816215|idb|c3377|Escherichia	Escherichia	Class1-Integrase
gnl|AY816215|idb|c3376|Escherichia	Escherichia	Class1-Integrase
gnl|AY816215|idb|c3375|Escherichia	Escherichia	Class1-Integrase
gnl|AY816215|idb|c3374|Escherichia	Escherichia	Class1-Integrase
gnl|AY816216|idb|c3366|Escherichia	Escherichia	Class1-Integrase
gnl|AY816216|idb|c3370|Escherichia	Escherichia	Class1-Integrase
gnl|AY816216|idb|c3371|Escherichia	Escherichia	Class1-Integrase
gnl|AY816216|idb|c3372|Escherichia	Escherichia	Class1-Integrase
gnl|AY816216|idb|c3367|Escherichia	Escherichia	Class1-Integrase
gnl|AY816216|idb|c3368|Escherichia	Escherichia	Class1-Integrase
gnl|AY816216|idb|c3373|Escherichia	Escherichia	Class1-Integrase
gnl|AY816216|idb|c3369|Escherichia	Escherichia	Class1-Integrase
gnl|AY827837|idb|c2323|Salmonella	Salmonella	Class1-Integrase
gnl|AY827837|idb|c2324|Salmonella	Salmonella	Class1-Integrase
gnl|AY828551|idb|c3453|Escherichia	Escherichia	Class1-Integrase
gnl|AY828551|idb|c3454|Escherichia	Escherichia	Class1-Integrase
gnl|AY852272|idb|c2852|uncultured	uncultured	Class1-Integrase
gnl|AY852272|idb|c2853|uncultured	uncultured	Class1-Integrase
gnl|AY852272|idb|c2854|uncultured	uncultured	Class1-Integrase
gnl|AY852272|idb|c2855|uncultured	uncultured	Class1-Integrase
gnl|AY866525|idb|i101|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY866525|idb|c38|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY866525|idb|c39|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY866525|idb|c40|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY878717|idb|i129|Escherichia	Escherichia	Class1-Integrase
gnl|AY878717|idb|c3669|Escherichia	Escherichia	Class1-Integrase
gnl|AY878717|idb|c3670|Escherichia	Escherichia	Class1-Integrase
gnl|AY878717|idb|c3671|Escherichia	Escherichia	Class1-Integrase
gnl|AY878717|idb|c3110|Escherichia	Escherichia	Class1-Integrase
gnl|AY878717|idb|c3111|Escherichia	Escherichia	Class1-Integrase
gnl|AY878717|idb|c3112|Escherichia	Escherichia	Class1-Integrase
gnl|AY878717|idb|c3113|Escherichia	Escherichia	Class1-Integrase
gnl|AY878717|idb|c3114|Escherichia	Escherichia	Class1-Integrase
gnl|AY878717|idb|c3115|Escherichia	Escherichia	Class1-Integrase
gnl|AY878717|idb|c3116|Escherichia	Escherichia	Class1-Integrase
gnl|AY878718|idb|i128|Escherichia	Escherichia	Class1-Integrase
gnl|AY878718|idb|c82|Escherichia	Escherichia	Class1-Integrase
gnl|AY878718|idb|c5027|Escherichia	Escherichia	Class1-Integrase
gnl|AY878718|idb|c3105|Escherichia	Escherichia	Class1-Integrase
gnl|AY878718|idb|c3106|Escherichia	Escherichia	Class1-Integrase
gnl|AY878718|idb|c3107|Escherichia	Escherichia	Class1-Integrase
gnl|AY878718|idb|c3108|Escherichia	Escherichia	Class1-Integrase
gnl|AY878718|idb|c3109|Escherichia	Escherichia	Class1-Integrase
gnl|AY884050|idb|i806|Serratia	Serratia	Class1-Integrase
gnl|AY884050|idb|c3409|Serratia	Serratia	Class1-Integrase
gnl|AY884050|idb|c3410|Serratia	Serratia	Class1-Integrase
gnl|AY884051|idb|c3403|Serratia	Serratia	Class1-Integrase
gnl|AY884051|idb|c3404|Serratia	Serratia	Class1-Integrase
gnl|AY884051|idb|c3405|Serratia	Serratia	Class1-Integrase
gnl|AY884051|idb|c3406|Serratia	Serratia	Class1-Integrase
gnl|AY884051|idb|c3407|Serratia	Serratia	Class1-Integrase
gnl|AY884051|idb|c3408|Serratia	Serratia	Class1-Integrase
gnl|AY887066|idb|i644|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|AY887066|idb|c2842|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|AY887066|idb|c2843|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|AY887066|idb|c2844|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|AY887066|idb|c2845|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|AY887066|idb|c2846|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|AY887109|idb|c3416|Providencia	Providencia	Class1-Integrase
gnl|AY887109|idb|c3413|Providencia	Providencia	Class1-Integrase
gnl|AY887109|idb|c3414|Providencia	Providencia	Class1-Integrase
gnl|AY887109|idb|c3415|Providencia	Providencia	Class1-Integrase
gnl|AY907717|idb|i303|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY907717|idb|c1442|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY907717|idb|c1443|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY907717|idb|c1444|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY907717|idb|c1445|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY907717|idb|c1446|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY907717|idb|c1447|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY907717|idb|c1448|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY907717|idb|c1449|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY907717|idb|c1450|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY912492|idb|c3003|Escherichia	Escherichia	Class1-Integrase
gnl|AY912492|idb|c3002|Escherichia	Escherichia	Class1-Integrase
gnl|AY913771|idb|i664|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY913771|idb|c2932|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY913771|idb|c2933|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY913771|idb|c2934|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY913772|idb|i663|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY913772|idb|c2929|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY913772|idb|c2930|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY913772|idb|c2931|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY920928|idb|i671|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY920928|idb|c2956|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY920928|idb|c2957|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY920928|idb|c2958|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY920928|idb|c2959|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY920928|idb|c2960|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY920928|idb|c2961|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY922989|idb|c2947|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|AY922989|idb|c2948|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|AY922989|idb|c2949|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|AY922990|idb|c2942|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|AY922990|idb|c2943|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|AY922990|idb|c2944|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|AY922990|idb|c2945|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|AY922990|idb|c2946|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|AY922991|idb|c2938|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|AY922991|idb|c2939|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|AY922991|idb|c2940|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|AY922991|idb|c2941|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|AY940491|idb|c2546|Yersinia	Yersinia	Class1-Integrase
gnl|AY940492|idb|c2543|Yersinia	Yersinia	Class1-Integrase
gnl|AY940492|idb|c2544|Yersinia	Yersinia	Class1-Integrase
gnl|AY943084|idb|i674|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY943084|idb|c2972|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY943084|idb|c2973|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY943084|idb|c2974|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY943084|idb|c2975|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY943084|idb|c2976|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY954726|idb|i798|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY954726|idb|c3379|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY954726|idb|c3380|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY954726|idb|c3381|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|AY963803|idb|i2233|Salmonella	Salmonella	Class1-Integrase
gnl|AY963803|idb|c7177|Salmonella	Salmonella	Class1-Integrase
gnl|AY963803|idb|c7178|Salmonella	Salmonella	Class1-Integrase
gnl|AY963803|idb|c7179|Salmonella	Salmonella	Class1-Integrase
gnl|AY963803|idb|c7180|Salmonella	Salmonella	Class1-Integrase
gnl|AY963803|idb|c7187|Salmonella	Salmonella	Class1-Integrase
gnl|AY963803|idb|c7186|Salmonella	Salmonella	Class1-Integrase
gnl|AY963803|idb|c7185|Salmonella	Salmonella	Class1-Integrase
gnl|AY963803|idb|c7184|Salmonella	Salmonella	Class1-Integrase
gnl|AY963803|idb|c7183|Salmonella	Salmonella	Class1-Integrase
gnl|AY963803|idb|c7182|Salmonella	Salmonella	Class1-Integrase
gnl|AY963803|idb|c7181|Salmonella	Salmonella	Class1-Integrase
gnl|AY968682|idb|c4656|Riemerella	Riemerella	Class1-Integrase
gnl|AY968682|idb|c4908|Riemerella	Riemerella	Class1-Integrase
gnl|AY968807|idb|c3365|Klebsiella	Klebsiella	Class1-Integrase
gnl|AY968808|idb|c3364|Klebsiella	Klebsiella	Class1-Integrase
gnl|AY970968|idb|i673|Escherichia	Escherichia	Class1-Integrase
gnl|AY970968|idb|c2967|Escherichia	Escherichia	Class1-Integrase
gnl|AY970968|idb|c2968|Escherichia	Escherichia	Class1-Integrase
gnl|AY970968|idb|c2969|Escherichia	Escherichia	Class1-Integrase
gnl|AY970968|idb|c2970|Escherichia	Escherichia	Class1-Integrase
gnl|AY970968|idb|c2971|Escherichia	Escherichia	Class1-Integrase
gnl|AY973253|idb|c3194|Escherichia	Escherichia	Class1-Integrase
gnl|AY987395|idb|i509|Enterobacter	Enterobacter	Class1-Integrase
gnl|AY987395|idb|c2405|Enterobacter	Enterobacter	Class1-Integrase
gnl|AY987395|idb|c2406|Enterobacter	Enterobacter	Class1-Integrase
gnl|AY987395|idb|c2407|Enterobacter	Enterobacter	Class1-Integrase
gnl|AY987395|idb|c2408|Enterobacter	Enterobacter	Class1-Integrase
gnl|AY987395|idb|c2409|Enterobacter	Enterobacter	Class1-Integrase
gnl|AY987395|idb|c2410|Enterobacter	Enterobacter	Class1-Integrase
gnl|AY987395|idb|c2411|Enterobacter	Enterobacter	Class1-Integrase
gnl|AY987395|idb|c2412|Enterobacter	Enterobacter	Class1-Integrase
gnl|AY987853|idb|i672|Klebsiella	Klebsiella	Class1-Integrase
gnl|AY987853|idb|c2962|Klebsiella	Klebsiella	Class1-Integrase
gnl|AY987853|idb|c2963|Klebsiella	Klebsiella	Class1-Integrase
gnl|AY987853|idb|c2964|Klebsiella	Klebsiella	Class1-Integrase
gnl|AY987853|idb|c2965|Klebsiella	Klebsiella	Class1-Integrase
gnl|AY987853|idb|c2966|Klebsiella	Klebsiella	Class1-Integrase
gnl|AY994155|idb|c3180|Klebsiella	Klebsiella	Class1-Integrase
gnl|AY994155|idb|c3181|Klebsiella	Klebsiella	Class1-Integrase
gnl|BR000038|idb|i510|Escherichia	Escherichia	Class1-Integrase
gnl|BR000038|idb|c2413|Escherichia	Escherichia	Class1-Integrase
gnl|BR000038|idb|c2414|Escherichia	Escherichia	Class1-Integrase
gnl|BR000038|idb|c2415|Escherichia	Escherichia	Class1-Integrase
gnl|BR000038|idb|c2416|Escherichia	Escherichia	Class1-Integrase
gnl|BR000038|idb|c2417|Escherichia	Escherichia	Class1-Integrase
gnl|BR000038|idb|c2418|Escherichia	Escherichia	Class1-Integrase
gnl|BR000038|idb|c2419|Escherichia	Escherichia	Class1-Integrase
gnl|BX248359|idb|i1386|Corynebacterium	Corynebacterium	Class1-Integrase
gnl|BX664015|idb|i1387|Serratia	Serratia	Class1-Integrase
gnl|CP000603|idb|c4912|Yersinia	Yersinia	Class1-Integrase
gnl|CP000603|idb|c4911|Yersinia	Yersinia	Class1-Integrase
gnl|CP000603|idb|c4910|Yersinia	Yersinia	Class1-Integrase
gnl|CP000603|idb|i1538|Yersinia	Yersinia	Class1-Integrase
gnl|CP000603|idb|c4909|Yersinia	Yersinia	Class1-Integrase
gnl|CP000650|idb|c4916|Klebsiella	Klebsiella	Class1-Integrase
gnl|CP000650|idb|c4915|Klebsiella	Klebsiella	Class1-Integrase
gnl|CP000650|idb|c4914|Klebsiella	Klebsiella	Class1-Integrase
gnl|CP000650|idb|c4913|Klebsiella	Klebsiella	Class1-Integrase
gnl|CP000650|idb|i1540|Klebsiella	Klebsiella	Class1-Integrase
gnl|CP000971|idb|i1545|Escherichia	Escherichia	Class1-Integrase
gnl|CP000971|idb|c4923|Escherichia	Escherichia	Class1-Integrase
gnl|CP001182|idb|i2790|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CP001182|idb|c9063|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CP001182|idb|c9065|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CP001182|idb|c9064|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CP001182|idb|c9066|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CP001182|idb|c9067|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CP001182|idb|c9071|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CP001182|idb|c9068|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CP001182|idb|c9069|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CP001182|idb|c9070|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CP001232|idb|i1626|Escherichia	Escherichia	Class1-Integrase
gnl|CP001232|idb|c5328|Escherichia	Escherichia	Class1-Integrase
gnl|CP001232|idb|c5329|Escherichia	Escherichia	Class1-Integrase
gnl|CP001232|idb|c5330|Escherichia	Escherichia	Class1-Integrase
gnl|CP001232|idb|c5331|Escherichia	Escherichia	Class1-Integrase
gnl|CP001232|idb|c5332|Escherichia	Escherichia	Class1-Integrase
gnl|CP001921|idb|i2791|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CP001921|idb|c9074|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CP001921|idb|c9072|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CP001921|idb|c9073|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CP003209|idb|i2822|Corynebacterium	Corynebacterium	Class1-Integrase
gnl|CP003209|idb|c9210|Corynebacterium	Corynebacterium	Class1-Integrase
gnl|CP003209|idb|c9211|Corynebacterium	Corynebacterium	Class1-Integrase
gnl|CP003209|idb|i2821|Corynebacterium	Corynebacterium	Class1-Integrase
gnl|CP003209|idb|c9208|Corynebacterium	Corynebacterium	Class1-Integrase
gnl|CP003209|idb|c9209|Corynebacterium	Corynebacterium	Class1-Integrase
gnl|CP003225|idb|c9129|Klebsiella	Klebsiella	Class1-Integrase
gnl|CP003225|idb|c9128|Klebsiella	Klebsiella	Class1-Integrase
gnl|CP003225|idb|c9126|Klebsiella	Klebsiella	Class1-Integrase
gnl|CP003225|idb|c9124|Klebsiella	Klebsiella	Class1-Integrase
gnl|CP003225|idb|c9123|Klebsiella	Klebsiella	Class1-Integrase
gnl|CP003225|idb|c9122|Klebsiella	Klebsiella	Class1-Integrase
gnl|CP003225|idb|i2802|Klebsiella	Klebsiella	Class1-Integrase
gnl|CR376602|idb|c4659|Aeromonas	Aeromonas	Class1-Integrase
gnl|CR376602|idb|c4658|Aeromonas	Aeromonas	Class1-Integrase
gnl|CR376602|idb|c4657|Aeromonas	Aeromonas	Class1-Integrase
gnl|CR376602|idb|i1388|Aeromonas	Aeromonas	Class1-Integrase
gnl|CT025832|idb|i205|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CT025832|idb|c162|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CT025832|idb|i1360|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CT025832|idb|i206|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CT025832|idb|c163|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CT025832|idb|c164|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CT025832|idb|c165|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CT025832|idb|c166|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CT025832|idb|c167|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CT025832|idb|c168|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CT025832|idb|c169|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CT025832|idb|i207|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CT025832|idb|c170|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CT025832|idb|c171|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CT025832|idb|c173|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CT025832|idb|c174|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|CT025832|idb|c175|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|D78374|idb|i938|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|D86225|idb|c7621|Proteus	Proteus	Class1-Integrase
gnl|DQ018381|idb|c3150|Escherichia	Escherichia	Class1-Integrase
gnl|DQ018381|idb|c3151|Escherichia	Escherichia	Class1-Integrase
gnl|DQ018382|idb|c3148|Escherichia	Escherichia	Class1-Integrase
gnl|DQ018382|idb|c3149|Escherichia	Escherichia	Class1-Integrase
gnl|DQ018383|idb|c3145|Escherichia	Escherichia	Class1-Integrase
gnl|DQ018383|idb|c3146|Escherichia	Escherichia	Class1-Integrase
gnl|DQ018383|idb|c3147|Escherichia	Escherichia	Class1-Integrase
gnl|DQ018384|idb|c3142|Escherichia	Escherichia	Class1-Integrase
gnl|DQ018384|idb|c3143|Escherichia	Escherichia	Class1-Integrase
gnl|DQ018384|idb|c3144|Escherichia	Escherichia	Class1-Integrase
gnl|DQ019420|idb|c2404|Enterobacter	Enterobacter	Class1-Integrase
gnl|DQ019420|idb|c2403|Enterobacter	Enterobacter	Class1-Integrase
gnl|DQ019420|idb|c2402|Enterobacter	Enterobacter	Class1-Integrase
gnl|DQ019420|idb|c2401|Enterobacter	Enterobacter	Class1-Integrase
gnl|DQ019420|idb|c2400|Enterobacter	Enterobacter	Class1-Integrase
gnl|DQ023222|idb|i653|Enterobacter	Enterobacter	Class1-Integrase
gnl|DQ023222|idb|c2902|Enterobacter	Enterobacter	Class1-Integrase
gnl|DQ023222|idb|c2903|Enterobacter	Enterobacter	Class1-Integrase
gnl|DQ023222|idb|c2904|Enterobacter	Enterobacter	Class1-Integrase
gnl|DQ069244|idb|c3000|Salmonella	Salmonella	Class1-Integrase
gnl|DQ069244|idb|c3001|Salmonella	Salmonella	Class1-Integrase
gnl|DQ069245|idb|c2999|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|DQ069245|idb|c2998|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|DQ074759|idb|c7052|Alcaligenes	Alcaligenes	Class1-Integrase
gnl|DQ089809|idb|c2923|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|DQ089809|idb|c2924|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|DQ089809|idb|c2925|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|DQ089809|idb|c2926|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|DQ091178|idb|i465|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|DQ091178|idb|c2234|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|DQ091179|idb|i464|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|DQ091179|idb|c2223|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|DQ091179|idb|c2224|Pseudomonas	Pseudomonas	Class1-Integrase
gnl|DQ092497|idb|i462|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|DQ092497|idb|c2220|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|DQ092497|idb|c2219|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|DQ104737|idb|c2794|Escherichia	Escherichia	Class1-Integrase
gnl|DQ104737|idb|c2793|Escherichia	Escherichia	Class1-Integrase
gnl|DQ108615|idb|i506|Enterobacter	Enterobacter	Class1-Integrase
gnl|DQ108615|idb|c2389|Enterobacter	Enterobacter	Class1-Integrase
gnl|DQ108615|idb|c2390|Enterobacter	Enterobacter	Class1-Integrase
gnl|DQ108615|idb|c2391|Enterobacter	Enterobacter	Class1-Integrase
gnl|DQ108615|idb|c2392|Enterobacter	Enterobacter	Class1-Integrase
gnl|DQ108615|idb|c2393|Enterobacter	Enterobacter	Class1-Integrase
gnl|DQ112222|idb|i675|Achromobacter	Achromobacter	Class1-Integrase
gnl|DQ112222|idb|c2977|Achromobacter	Achromobacter	Class1-Integrase
gnl|DQ112222|idb|c2978|Achromobacter	Achromobacter	Class1-Integrase
gnl|DQ112222|idb|c2979|Achromobacter	Achromobacter	Class1-Integrase
gnl|DQ112222|idb|c2980|Achromobacter	Achromobacter	Class1-Integrase
gnl|DQ112222|idb|c2981|Achromobacter	Achromobacter	Class1-Integrase
gnl|DQ112222|idb|c2982|Achromobacter	Achromobacter	Class1-Integrase
gnl|DQ112222|idb|c2983|Achromobacter	Achromobacter	Class1-Integrase
gnl|DQ112222|idb|c2984|Achromobacter	Achromobacter	Class1-Integrase
gnl|DQ112222|idb|c2987|Achromobacter	Achromobacter	Class1-Integrase
gnl|DQ112222|idb|c2985|Achromobacter	Achromobacter	Class1-Integrase
gnl|DQ112222|idb|c2986|Achromobacter	Achromobacter	Class1-Integrase
gnl|DQ112355|idb|i507|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|DQ112355|idb|c2394|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|DQ112355|idb|c2395|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|DQ112355|idb|c2396|Acinetobacter	Acinetobacter	Class1-Integrase
gnl|DQ112355|idb|c2397|Acinetobacter	Acinetobacter	Class1-Integrase
